season,race,position,driver,team,time,points_earned,weather,laps
2,6,13,Tau_Undevicesimus,Crashout Formula One,5883.4772292537,0,Wet,65
2,6,14,Theta_Octavus,LDCMWEBLGTBWLS,5938.208382611364,0,Wet,65
2,6,15,Beta_Secundus,Red Velvet Racing,5961.28571393775,0,Wet,65
2,6,16,Upsilon_Vicesimus,Spanky's Fast Cars,5966.116976202105,0,Wet,65
2,6,17,Lambda_Undecimus,Tapped In Team,6196.488205838311,0,Wet,65
2,6,18,Nu_Tredecimus,B2B SaaS Motorsport,6316.0146327235725,0,Wet,65
2,6,19,Kappa_Decimus,Red Velvet Racing,6389.510525726104,0,Wet,65
2,6,20,Xi_Quattuordecim,LDCMWEBLGTBWLS,60493.68887602642,0,Wet,65
2,7,1,Rho_Septendecim,Tapped In Team,5456.457556790457,25,Sunny,79
2,7,2,Omicron_Quindecim,B2B SaaS Motorsport,5461.2047754476125,18,Sunny,79
2,7,3,Lambda_Undecimus,Tapped In Team,5466.4549688905445,15,Sunny,79
2,7,4,Eta_Septimus,Crashout Formula One,5467.058009061245,12,Sunny,79
2,7,5,Gamma_Tertius,Boba Tea Gnarly Automotives,5467.1798362082045,10,Sunny,79
2,7,6,Pi_Sedecim,Spanky's Fast Cars,5474.608405519471,8,Sunny,79
2,7,7,Mu_Duodecimus,Boba Tea Gnarly Automotives,5476.494148201897,6,Sunny,79
2,7,8,Beta_Secundus,Red Velvet Racing,7184.581192612638,4,Sunny,79
2,7,9,Zeta_Sextus,Lag's 200 Ping Power,7187.2869142627815,2,Sunny,79
2,7,10,Delta_Quartus,DNF Finishers,7246.861606781696,1,Sunny,79
2,7,11,Kappa_Decimus,Red Velvet Racing,7326.245657516771,0,Sunny,79
2,7,12,Theta_Octavus,LDCMWEBLGTBWLS,7485.957487983722,0,Sunny,79
2,7,13,Xi_Quattuordecim,LDCMWEBLGTBWLS,11055.996204350455,0,Sunny,79
2,7,14,Alpha_Primus,TurboToast Racing,13852.20731525785,0,Sunny,79
2,7,15,Epsilon_Quintus,Lag's 200 Ping Power,43637.552884115394,0,Sunny,79
2,7,16,Iota_Nonus,DNF Finishers,45762.529506161,0,Sunny,79
2,7,17,Tau_Undevicesimus,Crashout Formula One,45813.309538795846,0,Sunny,79
2,7,18,Upsilon_Vicesimus,Spanky's Fast Cars,53731.74252307474,0,Sunny,79
2,7,19,Nu_Tredecimus,B2B SaaS Motorsport,54815.490621384546,0,Sunny,79
2,7,20,Sigma_Duodevicesimus,TurboToast Racing,54817.983999581025,0,Sunny,79
2,8,1,Rho_Septendecim,Tapped In Team,2774.8141196145366,25,Sunny,40
2,8,2,Gamma_Tertius,Boba Tea Gnarly Automotives,2776.1410692365835,18,Sunny,40
2,8,3,Epsilon_Quintus,Lag's 200 Ping Power,2776.9046160716225,15,Sunny,40
2,8,4,Lambda_Undecimus,Tapped In Team,2777.4777780312997,12,Sunny,40
2,8,5,Omicron_Quindecim,B2B SaaS Motorsport,2777.6213701187544,10,Sunny,40
2,8,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,2781.6600192334504,8,Sunny,40
2,8,7,Alpha_Primus,TurboToast Racing,2781.7944138550474,6,Sunny,40
2,8,8,Eta_Septimus,Crashout Formula One,2782.611803088529,4,Sunny,40
2,8,9,Mu_Duodecimus,Boba Tea Gnarly Automotives,2786.1230168829475,2,Sunny,40
2,8,10,Zeta_Sextus,Lag's 200 Ping Power,3876.5895364058433,1,Sunny,40
2,8,11,Beta_Secundus,Red Velvet Racing,3876.9156757425876,0,Sunny,40
2,8,12,Upsilon_Vicesimus,Spanky's Fast Cars,3880.3280023692046,0,Sunny,40
2,8,13,Delta_Quartus,DNF Finishers,4003.59881947431,0,Sunny,40
2,8,14,Nu_Tredecimus,B2B SaaS Motorsport,4013.9842023604265,0,Sunny,40
2,8,15,Sigma_Duodevicesimus,TurboToast Racing,4015.220185675226,0,Sunny,40
2,8,16,Iota_Nonus,DNF Finishers,4036.667381170146,0,Sunny,40
2,8,17,Kappa_Decimus,Red Velvet Racing,4039.2588190524034,0,Sunny,40
2,8,18,Tau_Undevicesimus,Crashout Formula One,4088.5840788328833,0,Sunny,40
2,8,19,Theta_Octavus,LDCMWEBLGTBWLS,4091.659367683611,0,Sunny,40
2,8,20,Pi_Sedecim,Spanky's Fast Cars,4644.854875387516,0,Sunny,40
2,9,1,Epsilon_Quintus,Lag's 200 Ping Power,4148.248913836136,25,Sunny,60
2,9,2,Omicron_Quindecim,B2B SaaS Motorsport,4149.349907182173,18,Sunny,60
2,9,3,Rho_Septendecim,Tapped In Team,4149.831740950959,15,Sunny,60
2,9,4,Eta_Septimus,Crashout Formula One,4153.540934728842,12,Sunny,60
2,9,5,Pi_Sedecim,Spanky's Fast Cars,4154.697440599494,10,Sunny,60
2,9,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,4158.4999783011735,8,Sunny,60
2,9,7,Alpha_Primus,TurboToast Racing,4158.511450036615,6,Sunny,60
2,9,8,Mu_Duodecimus,Boba Tea Gnarly Automotives,4161.750773693958,4,Sunny,60
2,9,9,Zeta_Sextus,Lag's 200 Ping Power,5642.0012820966585,2,Sunny,60
2,9,10,Beta_Secundus,Red Velvet Racing,5685.742674328426,1,Sunny,60
2,9,11,Upsilon_Vicesimus,Spanky's Fast Cars,5708.37704585577,0,Sunny,60
2,9,12,Delta_Quartus,DNF Finishers,5750.901643654978,0,Sunny,60
2,9,13,Nu_Tredecimus,B2B SaaS Motorsport,5756.8902062154875,0,Sunny,60
2,9,14,Sigma_Duodevicesimus,TurboToast Racing,5757.543629741425,0,Sunny,60
2,9,15,Iota_Nonus,DNF Finishers,5787.95649332064,0,Sunny,60
2,9,16,Kappa_Decimus,Red Velvet Racing,5791.438775956807,0,Sunny,60
2,9,17,Tau_Undevicesimus,Crashout Formula One,5863.188781780818,0,Sunny,60
2,9,18,Gamma_Tertius,Boba Tea Gnarly Automotives,10666.577340439795,0,Sunny,60
2,9,19,Theta_Octavus,LDCMWEBLGTBWLS,33174.96537335013,0,Sunny,60
2,9,20,Lambda_Undecimus,Tapped In Team,48838.45867037947,0,Sunny,60
2,10,1,Gamma_Tertius,Boba Tea Gnarly Automotives,5393.982406667551,25,Sunny,78
2,10,2,Omicron_Quindecim,B2B SaaS Motorsport,5396.592908724522,18,Sunny,78
2,10,3,Eta_Septimus,Crashout Formula One,5400.548059875247,15,Sunny,78
2,10,4,Xi_Quattuordecim,LDCMWEBLGTBWLS,5404.2647317489955,12,Sunny,78
2,10,5,Alpha_Primus,TurboToast Racing,5404.381570789187,10,Sunny,78
2,10,6,Mu_Duodecimus,Boba Tea Gnarly Automotives,5407.591976054192,8,Sunny,78
2,10,7,Beta_Secundus,Red Velvet Racing,7112.062371603286,6,Sunny,78
2,10,8,Zeta_Sextus,Lag's 200 Ping Power,7114.36861707825,4,Sunny,78
2,10,9,Upsilon_Vicesimus,Spanky's Fast Cars,7148.98475545136,2,Sunny,78
2,10,10,Delta_Quartus,DNF Finishers,7166.032001019919,1,Sunny,78
2,10,11,Iota_Nonus,DNF Finishers,7202.459920515847,0,Sunny,78
2,10,12,Sigma_Duodevicesimus,TurboToast Racing,7215.95498139882,0,Sunny,78
2,10,13,Kappa_Decimus,Red Velvet Racing,7242.668992886263,0,Sunny,78
2,10,14,Tau_Undevicesimus,Crashout Formula One,7358.787765512933,0,Sunny,78
2,10,15,Theta_Octavus,LDCMWEBLGTBWLS,8328.759946984024,0,Sunny,78
2,10,16,Nu_Tredecimus,B2B SaaS Motorsport,22843.79033930966,0,Sunny,78
2,10,17,Rho_Septendecim,Tapped In Team,24937.034583132376,0,Sunny,78
2,10,18,Epsilon_Quintus,Lag's 200 Ping Power,56600.73068702395,0,Sunny,78
2,10,19,Lambda_Undecimus,Tapped In Team,60324.35747757118,0,Sunny,78
2,10,20,Pi_Sedecim,Spanky's Fast Cars,71487.72242111256,0,Sunny,78
3,1,1,Omicron_Quindecim,B2B SaaS Motorsport,2427.2795500658663,25,Sunny,35
3,1,2,Lambda_Undecimus,Tapped In Team,2429.9008249330977,18,Sunny,35
3,1,3,Gamma_Tertius,Boba Tea Gnarly Automotives,2430.4489093998695,15,Sunny,35
3,1,4,Xi_Quattuordecim,LDCMWEBLGTBWLS,2432.0688159315146,12,Sunny,35
3,1,5,Mu_Duodecimus,Boba Tea Gnarly Automotives,2432.680162780263,10,Sunny,35
3,1,6,Eta_Septimus,Crashout Formula One,2433.1440609344827,8,Sunny,35
3,1,7,Pi_Sedecim,Spanky's Fast Cars,2433.4097085306803,6,Sunny,35
3,1,8,Alpha_Primus,TurboToast Racing,2436.398717646133,4,Sunny,35
3,1,9,Zeta_Sextus,Lag's 200 Ping Power,3398.3639524858154,2,Sunny,35
3,1,10,Upsilon_Vicesimus,Spanky's Fast Cars,3399.5685971467506,1,Sunny,35
3,1,11,Beta_Secundus,Red Velvet Racing,3401.131016505699,0,Sunny,35
3,1,12,Delta_Quartus,DNF Finishers,3543.2732717351114,0,Sunny,35
3,1,13,Nu_Tredecimus,B2B SaaS Motorsport,3553.2200663305553,0,Sunny,35
3,1,14,Sigma_Duodevicesimus,TurboToast Racing,3557.694470284438,0,Sunny,35
3,1,15,Kappa_Decimus,Red Velvet Racing,3575.6130536539185,0,Sunny,35
3,1,16,Theta_Octavus,LDCMWEBLGTBWLS,3630.3217359653186,0,Sunny,35
3,1,17,Tau_Undevicesimus,Crashout Formula One,3632.883333856462,0,Sunny,35
3,1,18,Epsilon_Quintus,Lag's 200 Ping Power,7085.22471235389,0,Sunny,35
3,1,19,Rho_Septendecim,Tapped In Team,20114.36639734732,0,Sunny,35
3,1,20,Iota_Nonus,DNF Finishers,22541.52755770154,0,Sunny,35
3,2,1,Theta_Octavus,LDCMWEBLGTBWLS,6767.018517147183,25,Unknown,80
3,2,2,Tau_Undevicesimus,Crashout Formula One,6779.182086027125,18,Unknown,80
3,2,3,Kappa_Decimus,Red Velvet Racing,6782.46740990585,15,Unknown,80
3,2,4,Upsilon_Vicesimus,Spanky's Fast Cars,6786.12106134081,12,Unknown,80
3,2,5,Iota_Nonus,DNF Finishers,6792.875004430673,10,Unknown,80
3,2,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,6795.0498622040195,8,Unknown,80
3,2,7,Sigma_Duodevicesimus,TurboToast Racing,6796.145160796842,6,Unknown,80
3,2,8,Alpha_Primus,TurboToast Racing,6799.030314240007,4,Unknown,80
3,2,9,Lambda_Undecimus,Tapped In Team,6803.116804531552,2,Unknown,80
3,2,10,Eta_Septimus,Crashout Formula One,6807.714171337535,1,Unknown,80
3,2,11,Gamma_Tertius,Boba Tea Gnarly Automotives,6808.69611037295,0,Unknown,80
3,2,12,Omicron_Quindecim,B2B SaaS Motorsport,6813.988945004398,0,Unknown,80
3,2,13,Epsilon_Quintus,Lag's 200 Ping Power,6814.910489783959,0,Unknown,80
3,2,14,Rho_Septendecim,Tapped In Team,6815.014210872665,0,Unknown,80
3,2,15,Nu_Tredecimus,B2B SaaS Motorsport,6983.516380832251,0,Unknown,80
3,2,16,Delta_Quartus,DNF Finishers,23235.508668792863,0,Unknown,80
3,2,17,Pi_Sedecim,Spanky's Fast Cars,32362.932021862413,0,Unknown,80
3,2,18,Mu_Duodecimus,Boba Tea Gnarly Automotives,44955.335633880415,0,Unknown,80
3,2,19,Beta_Secundus,Red Velvet Racing,48637.513650362846,0,Unknown,80
3,2,20,Zeta_Sextus,Lag's 200 Ping Power,65241.84673515709,0,Unknown,80
3,3,1,Theta_Octavus,LDCMWEBLGTBWLS,4616.503719735897,25,Unknown,56
3,3,2,Tau_Undevicesimus,Crashout Formula One,4675.911553355576,18,Unknown,56
3,3,3,Upsilon_Vicesimus,Spanky's Fast Cars,4690.803833769913,15,Unknown,56
3,3,4,Kappa_Decimus,Red Velvet Racing,4693.345257966254,12,Unknown,56
3,3,5,Iota_Nonus,DNF Finishers,4703.454872814615,10,Unknown,56
3,3,6,Zeta_Sextus,Lag's 200 Ping Power,4705.89749548256,8,Unknown,56
3,3,7,Sigma_Duodevicesimus,TurboToast Racing,4707.999211972245,6,Unknown,56
3,3,8,Mu_Duodecimus,Boba Tea Gnarly Automotives,4708.30680193852,4,Unknown,56
3,3,9,Pi_Sedecim,Spanky's Fast Cars,4708.707516971629,2,Unknown,56
3,3,10,Xi_Quattuordecim,LDCMWEBLGTBWLS,4709.8465299097115,1,Unknown,56
3,3,11,Delta_Quartus,DNF Finishers,4711.82732857567,0,Unknown,56
3,3,12,Eta_Septimus,Crashout Formula One,4713.585130611413,0,Unknown,56
3,3,13,Lambda_Undecimus,Tapped In Team,4713.804850672406,0,Unknown,56
3,3,14,Gamma_Tertius,Boba Tea Gnarly Automotives,4718.4496917804845,0,Unknown,56
3,3,15,Omicron_Quindecim,B2B SaaS Motorsport,4720.051120173755,0,Unknown,56
3,3,16,Epsilon_Quintus,Lag's 200 Ping Power,4720.814689736325,0,Unknown,56
3,3,17,Nu_Tredecimus,B2B SaaS Motorsport,4902.514849520186,0,Unknown,56
3,3,18,Beta_Secundus,Red Velvet Racing,24640.472713527077,0,Unknown,56
3,3,19,Alpha_Primus,TurboToast Racing,32940.71855459136,0,Unknown,56
3,3,20,Rho_Septendecim,Tapped In Team,32940.91342687806,0,Unknown,56
3,4,1,Pi_Sedecim,Spanky's Fast Cars,3616.1412249131754,25,Wet,44
3,4,2,Eta_Septimus,Crashout Formula One,3833.484420522583,18,Wet,44
3,4,3,Mu_Duodecimus,Boba Tea Gnarly Automotives,3852.5188945823666,15,Wet,44
3,4,4,Gamma_Tertius,Boba Tea Gnarly Automotives,4031.5225240689256,12,Wet,44
3,4,5,Omicron_Quindecim,B2B SaaS Motorsport,4038.6534564377603,10,Wet,44
3,4,6,Epsilon_Quintus,Lag's 200 Ping Power,4072.3739496463627,8,Wet,44
3,4,7,Iota_Nonus,DNF Finishers,4136.715817001111,6,Wet,44
3,4,8,Delta_Quartus,DNF Finishers,4142.682986026942,4,Wet,44
3,4,9,Sigma_Duodevicesimus,TurboToast Racing,4151.095316990885,2,Wet,44
3,4,10,Alpha_Primus,TurboToast Racing,4153.443344899584,1,Wet,44
3,4,11,Zeta_Sextus,Lag's 200 Ping Power,4174.022185556341,0,Wet,44
3,4,12,Tau_Undevicesimus,Crashout Formula One,4191.07825191042,0,Wet,44
3,4,13,Xi_Quattuordecim,LDCMWEBLGTBWLS,4199.299865670661,0,Wet,44
3,4,14,Beta_Secundus,Red Velvet Racing,4229.110505012699,0,Wet,44
3,4,15,Theta_Octavus,LDCMWEBLGTBWLS,4237.309610649087,0,Wet,44
3,4,16,Upsilon_Vicesimus,Spanky's Fast Cars,4242.961943207764,0,Wet,44
3,4,17,Rho_Septendecim,Tapped In Team,4453.935974975886,0,Wet,44
3,4,18,Lambda_Undecimus,Tapped In Team,4523.244499745658,0,Wet,44
3,4,19,Kappa_Decimus,Red Velvet Racing,4651.218841791468,0,Wet,44
3,4,20,Nu_Tredecimus,B2B SaaS Motorsport,11874.433750705603,0,Wet,44
3,5,1,Beta_Secundus,Red Velvet Racing,3026.8944417195266,25,Unknown,39
3,5,2,Iota_Nonus,DNF Finishers,3028.849780627597,18,Unknown,39
3,5,3,Theta_Octavus,LDCMWEBLGTBWLS,3029.2687165980556,15,Unknown,39
3,5,4,Zeta_Sextus,Lag's 200 Ping Power,3034.337597877105,12,Unknown,39
3,5,5,Kappa_Decimus,Red Velvet Racing,3036.14165309617,10,Unknown,39
3,5,6,Mu_Duodecimus,Boba Tea Gnarly Automotives,3052.2243053582883,8,Unknown,39
3,5,7,Alpha_Primus,TurboToast Racing,3062.5721925034954,6,Unknown,39
3,5,8,Eta_Septimus,Crashout Formula One,3085.583850360852,4,Unknown,39
3,5,9,Xi_Quattuordecim,LDCMWEBLGTBWLS,3094.393368688518,2,Unknown,39
3,5,10,Lambda_Undecimus,Tapped In Team,3107.2167768623217,1,Unknown,39
3,5,11,Pi_Sedecim,Spanky's Fast Cars,3117.4201982123573,0,Unknown,39
3,5,12,Gamma_Tertius,Boba Tea Gnarly Automotives,3163.8924382712444,0,Unknown,39
3,5,13,Epsilon_Quintus,Lag's 200 Ping Power,3189.262946286686,0,Unknown,39
3,5,14,Omicron_Quindecim,B2B SaaS Motorsport,3200.3773564450967,0,Unknown,39
3,5,15,Rho_Septendecim,Tapped In Team,3219.66696836988,0,Unknown,39
3,5,16,Nu_Tredecimus,B2B SaaS Motorsport,3367.3159479145356,0,Unknown,39
3,5,17,Tau_Undevicesimus,Crashout Formula One,15018.126651153927,0,Unknown,39
3,5,18,Upsilon_Vicesimus,Spanky's Fast Cars,15018.597217830602,0,Unknown,39
3,5,19,Delta_Quartus,DNF Finishers,22392.675019799735,0,Unknown,39
3,5,20,Sigma_Duodevicesimus,TurboToast Racing,23316.365996270408,0,Unknown,39
3,6,1,Rho_Septendecim,Tapped In Team,3733.1889408129196,25,Wet,47
3,6,2,Pi_Sedecim,Spanky's Fast Cars,3830.639739555441,18,Wet,47
3,6,3,Mu_Duodecimus,Boba Tea Gnarly Automotives,4090.0414397306104,15,Wet,47
3,6,4,Gamma_Tertius,Boba Tea Gnarly Automotives,4272.897410192325,12,Wet,47
3,6,5,Omicron_Quindecim,B2B SaaS Motorsport,4275.31446917506,10,Wet,47
3,6,6,Epsilon_Quintus,Lag's 200 Ping Power,4307.54144447969,8,Wet,47
3,6,7,Iota_Nonus,DNF Finishers,4377.625806847766,6,Wet,47
3,6,8,Delta_Quartus,DNF Finishers,4382.557920498399,4,Wet,47
3,6,9,Alpha_Primus,TurboToast Racing,4396.743014826814,2,Wet,47
3,6,10,Zeta_Sextus,Lag's 200 Ping Power,4413.131798369457,1,Wet,47
3,6,11,Tau_Undevicesimus,Crashout Formula One,4428.585322818737,0,Wet,47
3,6,12,Xi_Quattuordecim,LDCMWEBLGTBWLS,4437.548631614607,0,Wet,47
3,6,13,Theta_Octavus,LDCMWEBLGTBWLS,4484.680203961364,0,Wet,47
3,6,14,Beta_Secundus,Red Velvet Racing,4509.407512219985,0,Wet,47
3,6,15,Upsilon_Vicesimus,Spanky's Fast Cars,4535.040920240788,0,Wet,47
3,6,16,Lambda_Undecimus,Tapped In Team,4772.927937022474,0,Wet,47
3,6,17,Nu_Tredecimus,B2B SaaS Motorsport,4810.427900710008,0,Wet,47
3,6,18,Kappa_Decimus,Red Velvet Racing,5824.21042802301,0,Wet,47
3,6,19,Sigma_Duodevicesimus,TurboToast Racing,18078.306531311613,0,Wet,47
3,6,20,Eta_Septimus,Crashout Formula One,20616.110357552156,0,Wet,47
3,7,1,Epsilon_Quintus,Lag's 200 Ping Power,4426.084961421296,25,Sunny,64
3,7,2,Rho_Septendecim,Tapped In Team,4427.093201452575,18,Sunny,64
3,7,3,Gamma_Tertius,Boba Tea Gnarly Automotives,4427.343162391048,15,Sunny,64
3,7,4,Lambda_Undecimus,Tapped In Team,5361.480417422725,12,Sunny,64
3,7,5,Mu_Duodecimus,Boba Tea Gnarly Automotives,5368.53110789725,10,Sunny,64
3,7,6,Zeta_Sextus,Lag's 200 Ping Power,5973.124658314413,8,Sunny,64
3,7,7,Beta_Secundus,Red Velvet Racing,6019.47499024701,6,Sunny,64
3,7,8,Upsilon_Vicesimus,Spanky's Fast Cars,6047.445800558011,4,Sunny,64
3,7,9,Tau_Undevicesimus,Crashout Formula One,6205.178276805016,2,Sunny,64
3,7,10,Alpha_Primus,TurboToast Racing,17468.194006462898,1,Sunny,64
3,7,11,Eta_Septimus,Crashout Formula One,17471.80093370063,0,Sunny,64
3,7,12,Delta_Quartus,DNF Finishers,26175.02813762625,0,Sunny,64
3,7,13,Pi_Sedecim,Spanky's Fast Cars,27711.184553099403,0,Sunny,64
3,7,14,Xi_Quattuordecim,LDCMWEBLGTBWLS,32361.12198573331,0,Sunny,64
3,7,15,Kappa_Decimus,Red Velvet Racing,34397.3538515144,0,Sunny,64
3,7,16,Nu_Tredecimus,B2B SaaS Motorsport,36191.44936035696,0,Sunny,64
3,7,17,Theta_Octavus,LDCMWEBLGTBWLS,39912.07585222125,0,Sunny,64
3,7,18,Iota_Nonus,DNF Finishers,46199.09957264239,0,Sunny,64
3,7,19,Omicron_Quindecim,B2B SaaS Motorsport,46322.907370245004,0,Sunny,64
3,7,20,Sigma_Duodevicesimus,TurboToast Racing,51541.35319309527,0,Sunny,64
3,8,1,Epsilon_Quintus,Lag's 200 Ping Power,3803.43725912113,25,Sunny,55
3,8,2,Rho_Septendecim,Tapped In Team,3804.1146010448306,18,Sunny,55
3,8,3,Gamma_Tertius,Boba Tea Gnarly Automotives,3807.713483448034,15,Sunny,55
3,8,4,Omicron_Quindecim,B2B SaaS Motorsport,3808.8609279494053,12,Sunny,55
3,8,5,Alpha_Primus,TurboToast Racing,3810.118613539757,10,Sunny,55
3,8,6,Pi_Sedecim,Spanky's Fast Cars,3811.161827022413,8,Sunny,55
3,8,7,Xi_Quattuordecim,LDCMWEBLGTBWLS,3812.387402634553,6,Sunny,55
3,8,8,Zeta_Sextus,Lag's 200 Ping Power,5218.108395602745,4,Sunny,55
3,8,9,Beta_Secundus,Red Velvet Racing,5255.411999348459,2,Sunny,55
3,8,10,Sigma_Duodevicesimus,TurboToast Racing,5316.974310772202,1,Sunny,55
3,8,11,Nu_Tredecimus,B2B SaaS Motorsport,5322.852363167352,0,Sunny,55
3,8,12,Iota_Nonus,DNF Finishers,5351.7023706737555,0,Sunny,55
3,8,13,Kappa_Decimus,Red Velvet Racing,5355.239816312483,0,Sunny,55
3,8,14,Tau_Undevicesimus,Crashout Formula One,5426.006982325194,0,Sunny,55
3,8,15,Theta_Octavus,LDCMWEBLGTBWLS,5448.035484354712,0,Sunny,55
3,8,16,Mu_Duodecimus,Boba Tea Gnarly Automotives,17778.303552949284,0,Sunny,55
3,8,17,Lambda_Undecimus,Tapped In Team,17778.71761977663,0,Sunny,55
3,8,18,Upsilon_Vicesimus,Spanky's Fast Cars,23403.011173386687,0,Sunny,55
3,8,19,Delta_Quartus,DNF Finishers,23547.323035942714,0,Sunny,55
3,8,20,Eta_Septimus,Crashout Formula One,50348.39953865107,0,Sunny,55
3,9,1,Theta_Octavus,LDCMWEBLGTBWLS,4719.774928252789,25,Unknown,57
3,9,2,Tau_Undevicesimus,Crashout Formula One,4765.266991082162,18,Unknown,57
3,9,3,Upsilon_Vicesimus,Spanky's Fast Cars,4780.264936280747,15,Unknown,57
3,9,4,Kappa_Decimus,Red Velvet Racing,4785.597346574447,12,Unknown,57
3,9,5,Zeta_Sextus,Lag's 200 Ping Power,4792.143364179064,10,Unknown,57
3,9,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,4796.841111589505,8,Unknown,57
3,9,7,Mu_Duodecimus,Boba Tea Gnarly Automotives,4796.883457547401,6,Unknown,57
3,9,8,Alpha_Primus,TurboToast Racing,4797.771164147821,4,Unknown,57
3,9,9,Pi_Sedecim,Spanky's Fast Cars,4798.1111981673075,2,Unknown,57
3,9,10,Sigma_Duodevicesimus,TurboToast Racing,4798.963102073051,1,Unknown,57
3,9,11,Lambda_Undecimus,Tapped In Team,4802.65669325693,0,Unknown,57
3,9,12,Delta_Quartus,DNF Finishers,4803.237253053066,0,Unknown,57
3,9,13,Gamma_Tertius,Boba Tea Gnarly Automotives,4804.904558210223,0,Unknown,57
3,9,14,Omicron_Quindecim,B2B SaaS Motorsport,4810.924570484595,0,Unknown,57
3,9,15,Rho_Septendecim,Tapped In Team,4813.198077954702,0,Unknown,57
3,9,16,Nu_Tredecimus,B2B SaaS Motorsport,4987.83762838173,0,Unknown,57
3,9,17,Iota_Nonus,DNF Finishers,22869.88164101363,0,Unknown,57
3,9,18,Epsilon_Quintus,Lag's 200 Ping Power,28401.53077728231,0,Unknown,57
3,9,19,Eta_Septimus,Crashout Formula One,30248.224510395354,0,Unknown,57
3,9,20,Beta_Secundus,Red Velvet Racing,38546.9122696974,0,Unknown,57
3,10,1,Rho_Septendecim,Tapped In Team,4010.240194186188,25,Wet,51
3,10,2,Pi_Sedecim,Spanky's Fast Cars,4101.967548300937,18,Wet,51
3,10,3,Eta_Septimus,Crashout Formula One,4371.251984533224,15,Wet,51
3,10,4,Mu_Duodecimus,Boba Tea Gnarly Automotives,4399.259152829199,12,Wet,51
3,10,5,Omicron_Quindecim,B2B SaaS Motorsport,4591.9348997469,10,Wet,51
3,10,6,Epsilon_Quintus,Lag's 200 Ping Power,4618.7684946757,8,Wet,51
3,10,7,Delta_Quartus,DNF Finishers,4706.727526996416,6,Wet,51
3,10,8,Sigma_Duodevicesimus,TurboToast Racing,4715.622072703589,4,Wet,51
3,10,9,Alpha_Primus,TurboToast Racing,4719.969287720175,2,Wet,51
3,10,10,Zeta_Sextus,Lag's 200 Ping Power,4737.316398544239,1,Wet,51
3,10,11,Xi_Quattuordecim,LDCMWEBLGTBWLS,4750.2752183073335,0,Wet,51
3,10,12,Tau_Undevicesimus,Crashout Formula One,4751.355430891533,0,Wet,51
3,10,13,Theta_Octavus,LDCMWEBLGTBWLS,4806.491759208333,0,Wet,51
3,10,14,Beta_Secundus,Red Velvet Racing,4834.338474650947,0,Wet,51
3,10,15,Upsilon_Vicesimus,Spanky's Fast Cars,4878.989594592756,0,Wet,51
3,10,16,Lambda_Undecimus,Tapped In Team,5095.128126230113,0,Wet,51
3,10,17,Nu_Tredecimus,B2B SaaS Motorsport,5141.743906000801,0,Wet,51
3,10,18,Kappa_Decimus,Red Velvet Racing,7993.1388412837105,0,Wet,51
3,10,19,Gamma_Tertius,Boba Tea Gnarly Automotives,9193.901161867787,0,Wet,51
3,10,20,Iota_Nonus,DNF Finishers,9299.317521838093,0,Wet,51
4,1,1,Omicron_Quindecim,B2B SaaS Motorsport,3391.421077665595,25,Sunny,49
4,1,2,Rho_Septendecim,Tapped In Team,3392.113079292309,18,Sunny,49
4,1,3,Epsilon_Quintus,Lag's 200 Ping Power,3392.5986312601713,15,Sunny,49
4,1,4,Gamma_Tertius,Boba Tea Gnarly Automotives,3394.6673443868385,12,Sunny,49
4,1,5,Lambda_Undecimus,Tapped In Team,3395.134306547491,10,Sunny,49
4,1,6,Eta_Septimus,Crashout Formula One,3396.1424936564813,8,Sunny,49
4,1,7,Pi_Sedecim,Spanky's Fast Cars,3399.2369867958246,6,Sunny,49
4,1,8,Xi_Quattuordecim,LDCMWEBLGTBWLS,3399.8168969158305,4,Sunny,49
4,1,9,Alpha_Primus,TurboToast Racing,3402.5817914315535,2,Sunny,49
4,1,10,Zeta_Sextus,Lag's 200 Ping Power,4699.975119807308,1,Sunny,49
4,1,11,Upsilon_Vicesimus,Spanky's Fast Cars,4743.561901467588,0,Sunny,49
4,1,12,Delta_Quartus,DNF Finishers,4785.68169185729,0,Sunny,49
4,1,13,Nu_Tredecimus,B2B SaaS Motorsport,4792.3202788092985,0,Sunny,49
4,1,14,Sigma_Duodevicesimus,TurboToast Racing,4798.463999411015,0,Sunny,49
4,1,15,Kappa_Decimus,Red Velvet Racing,4832.67555813979,0,Sunny,49
4,1,16,Iota_Nonus,DNF Finishers,4835.136430569505,0,Sunny,49
4,1,17,Theta_Octavus,LDCMWEBLGTBWLS,4916.209664139829,0,Sunny,49
4,1,18,Beta_Secundus,Red Velvet Racing,9261.036420995051,0,Sunny,49
4,1,19,Tau_Undevicesimus,Crashout Formula One,23075.167565155687,0,Sunny,49
4,1,20,Mu_Duodecimus,Boba Tea Gnarly Automotives,39697.53590412134,0,Sunny,49
4,2,1,Theta_Octavus,LDCMWEBLGTBWLS,4518.540671099565,25,Unknown,55
4,2,2,Tau_Undevicesimus,Crashout Formula One,4577.179751756764,18,Unknown,55
4,2,3,Beta_Secundus,Red Velvet Racing,4598.962914865315,15,Unknown,55
